launch_angle,exit_velocity,hit_distance_sc,spray_angle,game_type,is_hit
8.0,104.6,136.0,-25.13795547756969,RS,1
57.0,88.6,225.0,29.987850457001443,RS,0
43.0,87.2,282.0,39.43072418119774,RS,0
2.0,90.1,55.0,-25.854552991477128,RS,0
-4.0,106.0,18.0,-1.331551157665449,RS,0
65.0,68.8,116.0,22.3191011655612,RS,0
39.0,101.9,381.0,-21.019611279281428,RS,1
53.0,89.6,237.0,10.2860824285363,RS,0
45.0,96.7,299.0,-13.843059540739773,RS,0
-37.0,70.6,3.0,-32.53581772498213,RS,0
36.0,71.1,226.0,-5.815212251370395,RS,1
13.0,75.0,141.0,-3.434771311815676,RS,1
-24.0,97.3,6.0,-15.58422443362781,RS,0
-3.0,87.0,29.0,-28.96252444694329,RS,0
19.0,104.1,380.0,-19.064967621703225,RS,1
31.0,71.9,251.0,-6.288977195188092,RS,0
-4.0,94.6,17.0,10.14719102041358,RS,1
-12.0,85.8,9.0,-29.32959978463302,RS,0
37.0,100.1,348.0,-2.7370160915568698,RS,0
43.0,83.2,271.0,17.05026300950846,RS,0
